category,company,funds_against,funds_else,funds_for,id,link,outcome,proposal,year
gov,Dowdupont,"[391, 404, 17, 318, 314, 96]",[],"[276, 270, 279, 282, 269, 284, 340, 316, 331, 364, 376, 394, 344, 366, 274, 84, 72, 71, 79, 47, 47, 15, 79, 45, 305, 303, 45, 139, 36, 82, 191, 97, 207, 196, 31]",3414,,-,Eliminate Supermajority Vote Requirement,2018
gov,Eastman Chemical,"[402, 278, 275, 277, 267, 283, 268, 364, 377, 403, 376, 370, 362, 366, 274, 345, 84, 85, 83, 72, 71, 79, 47, 47, 79, 45, 303, 45, 139, 36, 82, 97, 196, 31, 391, 404, 314]",[],[],3415,,-,Provide Right to Act by Written Consent,2018
gov,Edwards Lifesciences,"[278, 275, 277, 269, 267, 284, 268, 368, 349, 331, 364, 403, 376, 375, 344, 362, 366, 274, 345, 84, 65, 72, 71, 79, 79, 45, 46, 303, 45, 139, 36, 82, 97, 207, 196, 29, 391, 404, 422, 397, 293, 314]",[],[],3416,,-,Provide Right to Act by Written Consent,2018
gov,ELI Lilly,"[275, 267, 283, 268, 368, 349, 364, 403, 376, 372, 344, 361, 366, 274, 345, 84, 72, 71, 79, 47, 152, 47, 152, 150, 79, 45, 152, 253, 46, 303, 45, 144, 139, 36, 82, 74, 191, 97, 207, 196, 58, 29, 19, 391, 404, 422, 17, 397, 318, 293, 314, 96]",[],"[245, 246, 247]",3417,https://www.sec.gov/Archives/edgar/data/59478/000005947818000111/proxy2018_def14a.htm,3.22,Report on Integrating Drug Pricing Risks into Incentive Compensation Plans,2018
gov,Emerson Electric,"[269, 284, 331, 364, 403, 376, 366, 274, 391, 404, 397, 293, 314]","[84, 44, 72, 71, 80, 79, 47, 47, 80, 79, 45, 46, 303, 45, 139, 36, 82, 191, 97, 207, 196, 30]",[],3418,https://www.sec.gov/Archives/edgar/data/32604/000119312517370299/d493225ddef14a.htm,43.99,6 Require Independent Board Chairman,2018
gov,Expeditors International of Washington,"[368, 364, 403, 376, 375, 372, 362, 366, 274, 84, 85, 83, 44, 72, 71, 79, 47, 47, 79, 45, 46, 303, 45, 139, 36, 82, 97, 207, 196, 61, 30, 391, 404, 397, 314, 96]",[],[],3419,,-,Assess Feasibility of Including Sustainability as a Performance Measure for Senior Executive Compensation,2018
gov,Extreme Networks,"[391, 272, 232, 314]",[],"[362, 338, 366, 358, 326, 148, 148, 148, 36, 77, 60]",3420,,-,Adopt Simple Majority Vote,2018
gov,Exxon Mobil,"[278, 275, 277, 269, 267, 284, 268, 368, 350, 331, 364, 403, 376, 375, 372, 344, 355, 312, 343, 366, 274, 391, 404, 17, 314, 96]",[],"[84, 44, 72, 245, 71, 247, 80, 79, 47, 47, 80, 15, 79, 45, 305, 38, 303, 45, 139, 36, 211, 74, 191, 97, 27, 185, 196, 57]",3421,https://www.sec.gov/Archives/edgar/data/34088/000119312518115091/d527562ddef14a.htm,38.7,Require Independent Board Chairman,2018
gov,Facebook,"[391, 404, 422, 397, 293, 314]",[],"[276, 278, 275, 270, 282, 269, 267, 284, 283, 268, 368, 331, 364, 403, 376, 394, 372, 344, 341, 366, 274, 345, 84, 32, 72, 245, 246, 71, 79, 15, 79, 43, 81, 45, 46, 43, 305, 38, 81, 303, 43, 45, 139, 241, 36, 82, 88, 240, 191, 240, 97, 207, 196, 240]",3422,https://www.sec.gov/Archives/edgar/data/1326801/000132680118000022/facebook2018definitiveprox.htm,20.72,Adopt Simple Majority Vote,2018
gov,Facebook,[],[],"[276, 278, 275, 270, 282, 269, 267, 284, 283, 268, 368, 331, 364, 403, 376, 394, 372, 344, 341, 366, 274, 345, 84, 32, 72, 245, 246, 71, 79, 15, 79, 43, 81, 45, 46, 43, 305, 38, 81, 303, 43, 45, 139, 241, 36, 82, 88, 240, 191, 240, 97, 207, 196, 240, 391, 404, 422, 397, 293, 314]",3423,https://www.sec.gov/Archives/edgar/data/1326801/000132680118000022/facebook2018definitiveprox.htm,21.34,Approve Recapitalization Plan for all Stock to Have One-vote per Share,2018
gov,Fleetcor Technologies,[],[],"[269, 284, 331, 364, 376, 374, 362, 366, 64, 84, 148, 79, 79, 45, 148, 148, 45, 36, 233, 207, 196, 391, 404, 314]",3424,,-,Declassify the Board of Directors,2018
gov,Flowers Foods,"[403, 362, 361, 362, 366, 19, 391, 404]",[],"[84, 85, 83, 72, 50, 71, 49, 148, 148, 48, 148, 36, 77]",3425,,-,Require Independent Board Chairman,2018
gov,Flowserve,"[364, 376, 362, 362, 366, 274, 84, 71, 79, 47, 47, 89, 79, 45, 303, 45, 139, 36, 82, 97, 207, 196, 30, 391, 404]",[],[],3426,,-,Provide Right to Act by Written Consent,2018
gov,Ford Motor,[],[],"[269, 284, 368, 340, 331, 364, 377, 376, 366, 274, 84, 83, 72, 71, 80, 79, 90, 47, 90, 47, 80, 79, 45, 90, 303, 45, 139, 36, 25, 82, 191, 97, 207, 196, 391, 404, 314, 96]",3427,https://www.sec.gov/Archives/edgar/data/37996/000104746918002333/a2234985zdef14a.htm,35.86,Approve Recapitalization Plan for all Stock to Have One-vote per Share,2018
gov,General Electric,"[281, 278, 275, 277, 279, 269, 267, 284, 268, 368, 340, 350, 263, 316, 331, 364, 376, 344, 366, 274, 71, 79, 47, 47, 79, 45, 38, 303, 45, 139, 36, 82, 191, 97, 207, 196, 30, 391, 404, 314, 96]",[],[],3428,https://www.sec.gov/Archives/edgar/data/40545/000120677418000752/ge3334621-def14a.htm,-,Adjust Executive Compensation Metrics for Share Buybacks,2018
gov,General Electric,"[281, 278, 275, 277, 279, 269, 267, 284, 268, 368, 340, 350, 263, 316, 331, 364, 376, 344, 366, 274, 71, 79, 47, 47, 79, 45, 38, 303, 45, 139, 36, 82, 191, 97, 207, 196, 30, 391, 404, 314, 96]",[],[],3429,https://www.sec.gov/Archives/edgar/data/40545/000120677418000752/ge3334621-def14a.htm,-,Provide Right to Act by Written Consent,2018
gov,General Electric,"[281, 278, 275, 277, 279, 269, 267, 284, 268, 368, 340, 350, 263, 316, 331, 364, 376, 344, 366, 274, 71, 79, 47, 47, 79, 45, 38, 303, 45, 139, 36, 82, 191, 97, 207, 196, 30, 391, 404, 314, 96]",[],[],3430,https://www.sec.gov/Archives/edgar/data/40545/000120677418000752/ge3334621-def14a.htm,12.77,Provide for Cumulative Voting,2018
gov,General Electric,"[281, 278, 275, 277, 279, 269, 267, 284, 268, 368, 340, 350, 263, 316, 331, 364, 376, 344, 366, 274, 71, 79, 47, 47, 79, 45, 38, 303, 45, 139, 36, 82, 191, 97, 207, 196, 30, 391, 404, 314, 96]",[],[],3431,https://www.sec.gov/Archives/edgar/data/40545/000120677418000752/ge3334621-def14a.htm,41.18,Require Independent Board Chairman,2018
gov,General Motors,"[269, 284, 368, 331, 364, 377, 376, 370, 366, 274, 84, 72, 78, 71, 80, 79, 90, 47, 90, 47, 80, 15, 79, 45, 90, 305, 303, 45, 139, 36, 25, 82, 191, 97, 207, 196, 391, 404, 96]",[],[],3432,https://www.sec.gov/Archives/edgar/data/1467858/000119312518137797/d519767ddef14a.htm,-,Provide Right to Act by Written Consent,2018
gov,General Motors,"[269, 284, 368, 331, 364, 377, 376, 370, 366, 274, 84, 72, 78, 71, 80, 79, 90, 47, 90, 47, 80, 15, 79, 45, 90, 305, 303, 45, 139, 36, 25, 82, 191, 97, 207, 196, 391, 404, 96]",[],[],3433,https://www.sec.gov/Archives/edgar/data/1467858/000119312518137797/d519767ddef14a.htm,35.4,Require Independent Board Chairman,2018
gov,Gilead Sciences,"[281, 278, 275, 277, 269, 267, 284, 268, 368, 349, 263, 331, 364, 377, 403, 376, 375, 344, 370, 366, 274, 345, 84, 53, 72, 71, 79, 47, 47, 79, 45, 46, 38, 303, 45, 139, 36, 82, 191, 97, 207, 196, 29, 391, 404, 397, 293, 314, 96]",[],"[246, 240, 240, 240]",3434,https://www.sec.gov/Archives/edgar/data/882095/000120677418000957/gilead3281381-def14a.htm,-,Provide Right to Act by Written Consent,2018
gov,Gilead Sciences,"[281, 278, 275, 277, 269, 267, 284, 268, 368, 349, 263, 331, 364, 377, 403, 376, 375, 344, 370, 366, 274, 345, 84, 53, 72, 246, 71, 79, 47, 47, 79, 45, 46, 38, 303, 45, 139, 36, 82, 191, 97, 207, 196, 29, 391, 404, 397, 293, 314, 96]",[],"[240, 240, 240]",3435,https://www.sec.gov/Archives/edgar/data/882095/000120677418000957/gilead3281381-def14a.htm,44.51,Require Independent Board Chairman,2018
gov,GMO Internet,"[158, 157]",[],[382],3436,,-,Amend Articles to Provide for Cumulative Voting,2018
gov,GMO Internet,"[158, 157, 382]",[],[],3437,,-,Reduce Compensation Celling for Directors to JPY 500 Million per Year and Implement Compensation Scheme that is Linked to Minority Shareholders' Interests,2018
gov,Guess,"[362, 366, 358]",[],"[72, 328, 71, 75, 37, 148, 236, 148, 48, 148, 36, 77, 75, 51, 75, 59, 391]",3438,,-,Submit Severance Agreement to Shareholder Vote,2018
gov,Haemonetics,"[391, 272, 290]",[],"[362, 366, 65, 72, 328, 52, 71, 75, 37, 148, 148, 48, 148, 36, 77, 75, 51, 75]",3439,,-,4 Eliminate Supermajority Vote Requirement,2018
gov,Hecla Mining,[],[],"[362, 148, 148, 148, 36, 77, 67, 391, 290]",3440,,-,Declassify the Board of Directors,2018
gov,Hewlett-Packard,"[269, 284, 331, 364, 377, 403, 376, 344, 370, 366, 274, 84, 32, 72, 78, 71, 79, 47, 47, 15, 79, 81, 91, 45, 305, 81, 303, 45, 139, 36, 82, 191, 97, 207, 196, 87, 391, 404, 422, 318, 96]",[],[],3441,,-,Provide Right to Act by Written Consent,2018
gov,Hokkaido Electric Power . .,"[158, 382]",[],[],3442,,-,"Amend Articles to Add Provisions on Electricity Rate, Executive Compensation and Employee Salary",2018
gov,Hokuriku Electric Power,"[351, 382]",[],[],3443,,-,"Amend articles to require disclosure of compensation for directors, statutory auditors and senior advisers",2018
gov,Honeywell International,"[281, 276, 278, 275, 277, 270, 279, 282, 267, 268, 368, 222, 340, 263, 316, 364, 403, 376, 394, 372, 366, 274, 345, 84, 72, 71, 79, 47, 47, 89, 15, 150, 79, 45, 46, 305, 38, 303, 45, 139, 36, 82, 74, 191, 97, 207, 196, 30, 391, 404, 397, 318, 293, 314, 96]",[],[],3444,,-,Require Independent Board Chairman,2018
gov,Hospitality Properties Trust,[],[],"[365, 362, 362, 366, 84, 85, 83, 72, 50, 71, 148, 45, 148, 48, 148, 39, 45, 36, 233, 172, 391, 232]",3445,,-,Require a Majority Vote for the Election of Directors,2018
gov,HP,"[402, 275, 277, 269, 267, 284, 268, 331, 364, 377, 403, 376, 366, 274, 84, 32, 83, 72, 78, 71, 79, 47, 47, 150, 79, 45, 253, 38, 303, 45, 139, 36, 82, 191, 97, 207, 196, 87, 19, 391, 404, 232, 422, 318, 314, 96]",[],[],3446,,-,Provide Right to Act by Written Consent,2018
gov,Huntington Ingalls Industries,"[364, 376, 375, 374, 370, 362, 362, 366, 274, 84, 85, 83, 72, 56, 71, 79, 47, 47, 150, 79, 45, 46, 303, 45, 139, 36, 97, 207, 196, 30, 391, 272, 404, 397, 314]",[],[],3447,,-,Provide Right to Act by Written Consent,2018
gov,Huntsman,"[402, 269, 284, 331, 362, 362, 366, 84, 83, 148, 45, 148, 148, 45, 36, 391, 272, 232, 314, 96]",[],[],3448,,-,Provide Right to Act by Written Consent,2018
gov,Illumina,[],[],"[276, 270, 282, 269, 284, 331, 364, 376, 394, 344, 336, 362, 366, 274, 84, 72, 71, 79, 15, 79, 45, 46, 305, 303, 45, 139, 36, 82, 240, 240, 97, 207, 240, 29, 19, 391, 272, 404, 422, 397, 318, 293, 314]",3449,,-,Declassify the Board of Directors,2018
gov,Industrial Alliance Insurance and Financial Services,"[364, 371, 217, 140, 303, 157]",[],[],3450,,-,SP 1: Compensation Advisors and Directors' Compensation,2018
gov,Ingles Markets,[],[],"[362, 366, 328, 148, 236, 148, 148, 36, 77, 59, 19, 391, 272]",3451,,-,Approve Recapitalization Plan for all Stock to Have One-vote per Share,2018
gov,Intel,"[278, 275, 277, 269, 267, 284, 268, 368, 331, 364, 377, 376, 372, 366, 274, 84, 55, 32, 72, 71, 79, 47, 152, 47, 152, 15, 150, 79, 43, 45, 152, 46, 43, 305, 38, 303, 43, 45, 139, 36, 82, 74, 191, 97, 207, 196, 391, 404, 422, 17, 397, 318, 314, 96]",[],"[245, 247, 237, 237, 237, 240, 240, 240]",3452,https://www.sec.gov/Archives/edgar/data/50863/000119312518107675/d498273ddef14a.htm,-,Provide Right to Act by Written Consent,2018
gov,Intel,"[278, 275, 277, 269, 267, 284, 268, 368, 331, 364, 377, 376, 372, 366, 274, 84, 55, 32, 72, 245, 71, 247, 79, 47, 152, 47, 152, 15, 150, 79, 43, 45, 152, 46, 43, 305, 38, 303, 43, 45, 139, 36, 82, 74, 191, 97, 207, 196, 391, 404, 422, 17, 397, 318, 314, 96]",[],"[237, 237, 237, 240, 240, 240]",3453,https://www.sec.gov/Archives/edgar/data/50863/000119312518107675/d498273ddef14a.htm,29.71,Require Independent Board Chairman,2018
gov,Inter Parfums,[],[],"[278, 362, 338, 366, 358, 72, 52, 71, 37, 148, 148, 48, 148, 36, 77, 51, 391]",3454,,-,Require a Majority Vote for the Election of Directors,2018
gov,International Business Machines,"[278, 275, 277, 269, 267, 284, 268, 368, 331, 364, 377, 403, 376, 375, 372, 344, 361, 366, 274, 345, 64, 84, 32, 192, 44, 72, 245, 246, 71, 80, 79, 47, 47, 80, 15, 150, 79, 43, 81, 45, 253, 43, 305, 38, 81, 303, 43, 45, 139, 36, 82, 74, 191, 97, 207, 196, 86, 391, 404, 293, 314, 96]",[],[],3455,,-,Require Independent Board Chairman,2018
gov,Invesco,"[391, 404, 314]",[],"[275, 277, 267, 268, 368, 340, 364, 403, 376, 344, 362, 366, 274, 41, 84, 83, 72, 71, 80, 79, 47, 47, 80, 79, 45, 303, 45, 139, 36, 82, 233, 97, 207, 196, 28]",3456,,-,Eliminate Supermajority Vote Requirement,2018
gov,Johnson & Johnson,"[278, 275, 277, 269, 267, 284, 268, 368, 226, 349, 350, 331, 364, 403, 376, 375, 372, 344, 361, 366, 274, 345, 84, 44, 72, 245, 246, 71, 247, 79, 47, 152, 47, 152, 150, 79, 45, 152, 253, 46, 38, 45, 139, 36, 82, 74, 191, 97, 207, 196, 58, 29, 303, 391, 404, 17, 397, 293, 314, 96]",[],[],3457,,-,Prohibit Adjusting Compensation Metrics for Legal or Compliance Costs,2018
gov,JPMorgan Chase,"[281, 278, 275, 277, 279, 269, 267, 284, 268, 368, 340, 350, 263, 316, 331, 364, 228, 377, 403, 376, 344, 374, 366, 274, 72, 245, 78, 40, 71, 247, 79, 47, 47, 150, 79, 45, 253, 38, 45, 139, 241, 36, 82, 191, 233, 97, 207, 196, 28, 15, 305, 303, 391, 404, 232, 422, 17, 318, 293, 314, 96]",[],[],3458,https://www.sec.gov/Archives/edgar/data/19617/000001961718000077/jpmc2018definitiveproxy.htm,8.62,9 Restore or Provide for Cumulative Voting,2018
gov,JPMorgan Chase,"[281, 278, 275, 277, 279, 269, 267, 284, 268, 368, 340, 350, 263, 316, 331, 364, 228, 377, 403, 376, 344, 374, 366, 274, 72, 245, 78, 40, 71, 247, 79, 47, 47, 150, 79, 45, 253, 38, 45, 139, 36, 82, 191, 97, 207, 196, 28, 15, 305, 303, 391, 404, 232, 422, 17, 318, 293, 314, 96]",[],"[241, 233]",3459,https://www.sec.gov/Archives/edgar/data/19617/000001961718000077/jpmc2018definitiveproxy.htm,33.41,Require Independent Board Chairman,2018
gov,Kaman,[391],[],"[362, 366, 72, 71, 75, 37, 148, 148, 48, 148, 36, 77, 75, 51, 75]",3460,,-,Eliminate Supermajority Vote Requirement,2018
gov,Kaman,"[362, 366, 391]",[],"[72, 71, 75, 37, 148, 148, 48, 148, 36, 77, 75, 51, 75]",3461,,-,Require a Majority Vote for the Election of Directors,2018
gov,Kansai Electric Power,"[364, 8, 344, 218, 212, 214, 140, 303, 161, 157, 191, 98, 196, 382]",[],[],3462,,-,Amend Articles to Disclose All Information on Compensation of Individual Directors,2018
gov,Kansas City Southern,"[364, 403, 376, 344, 370, 362, 366, 274, 84, 85, 72, 71, 79, 47, 47, 79, 45, 46, 303, 45, 139, 36, 82, 97, 61, 30, 391, 404, 397, 293, 314, 96]",[],[],3463,,-,Provide Right to Act by Written Consent,2018
gov,Knight Transportation,"[364, 377, 362, 338, 366, 391, 290, 293]",[],"[72, 50, 71, 49, 148, 79, 79, 148, 48, 148, 207, 61]",3464,,-,Require Independent Board Chairman,2018
gov,Kohl's,"[275, 277, 269, 267, 284, 268, 368, 331, 364, 377, 403, 376, 344, 370, 362, 362, 366, 274, 345, 84, 85, 83, 72, 78, 71, 80, 79, 47, 47, 80, 236, 79, 45, 303, 45, 139, 36, 25, 82, 191, 97, 207, 196, 59, 391, 404, 314]",[],[],3465,,-,Provide Right to Act by Written Consent,2018
gov,L3 Technologies .,"[84, 85, 83, 72, 56, 71, 79, 47, 47, 79, 91, 45, 303, 45, 139, 36, 82, 97, 207, 196, 30]",[],"[364, 376, 372, 370, 362, 366, 274, 391, 404, 314]",3466,,-,Provide Right to Act by Written Consent,2018
gov,Lennar,[],[],"[364, 376, 362, 362, 366, 366, 274, 84, 84, 72, 71, 79, 47, 47, 79, 45, 45, 46, 235, 235, 303, 45, 45, 139, 36, 36, 25, 82, 97, 207, 54, 391, 391, 272, 404, 404, 397, 314, 96, 96]",3467,,-,Approve Recapitalization Plan for all Stock to Have One-vote per Share,2018
gov,Loblaw Companies,"[364, 217, 140, 303, 161, 157, 191, 207, 196]",[],[],3468,,-,SP 2: Require Independent Board Chairman,2018
gov,Lockheed Martin,"[275, 277, 279, 269, 267, 284, 268, 340, 316, 331, 364, 376, 372, 361, 366, 274, 84, 72, 56, 71, 79, 47, 47, 150, 79, 91, 45, 253, 46, 303, 45, 139, 36, 82, 74, 191, 97, 207, 196, 86, 30, 19, 391, 404, 17, 397, 293, 314]",[],[241],3469,,-,Provide Right to Act by Written Consent,2018
gov,Manulife Financial,"[269, 284, 331, 364, 403, 217, 140, 303, 161, 157, 191, 207, 196]",[],[],3470,,-,SP 2: Disclosure of the Use of Equity Ratio in Executive Compensation-Setting Process,2018
gov,Marriott International,[],[],"[364, 376, 344, 374, 366, 274, 72, 78, 246, 71, 401, 79, 15, 79, 45, 46, 305, 303, 45, 139, 241, 36, 25, 82, 240, 240, 97, 207, 196, 240, 391, 404, 422, 397, 318, 293, 314]",3471,,-,Adopt Simple Majority Vote,2018
gov,Mattel,"[402, 279, 340, 316, 364, 362, 274, 391, 404, 397, 318]","[84, 85, 83, 71, 79, 47, 47, 79, 45, 46, 303, 45, 139, 36, 25, 82, 191, 97, 207, 86]",[],3472,,-,Require Independent Board Chairman,2018
gov,McDonald's,"[278, 275, 277, 269, 267, 284, 268, 368, 331, 364, 403, 376, 372, 344, 374, 366, 274, 345, 84, 44, 72, 78, 71, 79, 15, 150, 79, 45, 253, 46, 305, 38, 303, 45, 139, 36, 25, 82, 74, 191, 97, 207, 196, 86, 391, 404, 17, 397, 293, 314, 96]",[],[],3473,https://www.sec.gov/Archives/edgar/data/63908/000120677418001176/mcd3291681-def14a.htm,-,Provide Right to Act by Written Consent,2018
gov,McKesson,"[275, 279, 269, 267, 284, 268, 349, 316, 331, 364, 377, 376, 375, 344, 366, 274, 345, 84, 85, 72, 78, 71, 79, 47, 152, 47, 152, 150, 79, 45, 152, 253, 303, 45, 144, 139, 36, 82, 191, 97, 207, 196, 66, 29, 391, 404, 293, 314]",[],"[246, 247]",3474,https://www.sec.gov/Archives/edgar/data/927653/000119312518193698/d587392ddef14a.htm,-,Provide Right to Act by Written Consent,2018
gov,McKesson,"[275, 279, 269, 267, 284, 268, 349, 316, 331, 364, 377, 376, 375, 344, 366, 274, 345, 84, 85, 72, 78, 71, 79, 47, 152, 47, 152, 150, 79, 45, 152, 253, 303, 45, 144, 139, 36, 82, 191, 97, 207, 196, 66, 29, 391, 404, 293, 314]",[],"[246, 247]",3475,https://www.sec.gov/Archives/edgar/data/927653/000119312518193698/d587392ddef14a.htm,-,Require Independent Board Chairman,2018
gov,Merck &,"[278, 275, 277, 279, 269, 267, 284, 283, 268, 368, 349, 340, 350, 316, 331, 364, 403, 376, 372, 344, 361, 366, 274, 84, 72, 71, 80, 79, 47, 152, 47, 80, 152, 150, 79, 45, 152, 253, 46, 38, 45, 139, 36, 82, 74, 191, 97, 207, 196, 58, 29, 303, 391, 404, 17, 397, 318, 314, 96]",[],"[245, 247]",3476,,-,Provide Right to Act by Written Consent,2018
gov,Metlife,"[402, 279, 269, 284, 340, 316, 331, 364, 377, 376, 344, 366, 274, 84, 72, 245, 71, 247, 79, 47, 152, 47, 152, 79, 45, 152, 303, 45, 144, 139, 36, 82, 42, 191, 97, 207, 196, 28, 19, 391, 404, 17, 314]",[],[233],3477,https://www.sec.gov/Archives/edgar/data/1099219/000119312518132907/d497756ddef14a.htm,30.16,Require Independent Board Chairman,2018
gov,Mitsubishi,"[269, 284, 331, 364, 8, 344, 218, 212, 214, 147, 38, 140, 303, 161, 157, 191, 98, 207, 196, 382]",[],[],3478,,-,Amend Articles to Require Individual Compensation Disclosure for Directors,2018
gov,Mizuho Financial Group,"[373, 364, 8, 344, 218, 212, 214, 38, 140, 303, 161, 157, 191, 98, 207, 196, 382]",[],[],3479,,-,Amend Articles to Require Individual Compensation Disclosure for Directors,2018
gov,Moody's,"[269, 284, 331, 364, 376, 344, 362, 366, 274, 41, 84, 72, 71, 79, 79, 45, 46, 303, 45, 139, 36, 82, 97, 207, 28, 391, 404, 422, 397, 318, 293, 314]",[],[233],3480,,-,Amend Compensation Clawback Policy,2018
gov,Nasdaq,"[281, 263, 364, 376, 362, 366, 274, 41, 84, 72, 71, 79, 47, 47, 79, 45, 46, 303, 45, 139, 36, 82, 97, 207, 28, 391, 272, 404, 397, 293, 314]",[],[233],3481,,-,Provide Right to Act by Written Consent,2018
gov,Netflix,"[391, 404, 422, 397, 318, 293, 314]","[72, 71, 79, 15, 79, 43, 81, 45, 46, 43, 305, 81, 303, 43, 45, 139, 36, 25, 82, 88, 191, 97, 207, 59]","[276, 278, 275, 270, 282, 267, 268, 368, 364, 376, 394, 344, 336, 341, 374, 366, 274, 345, 236, 240, 240, 240]",3482,,-,Adopt Compensation Clawback Policy,2018
gov,Netflix,[],[],"[276, 278, 275, 270, 282, 267, 268, 368, 364, 376, 394, 344, 336, 341, 374, 366, 274, 345, 72, 71, 79, 15, 236, 79, 43, 81, 45, 46, 43, 305, 81, 303, 43, 45, 139, 36, 25, 82, 88, 240, 191, 240, 97, 207, 59, 240, 391, 404, 422, 397, 318, 293, 314]",3483,,-,Adopt Simple Majority Vote,2018
gov,Netflix,[],[],"[276, 278, 275, 270, 282, 267, 268, 368, 364, 376, 394, 344, 336, 341, 374, 366, 274, 345, 72, 71, 79, 15, 236, 79, 43, 81, 45, 46, 43, 305, 81, 303, 43, 45, 139, 36, 25, 82, 88, 240, 191, 240, 97, 207, 59, 240, 391, 404, 422, 397, 318, 293, 314]",3484,,-,Provide Right to Act by Written Consent,2018
gov,Netflix,[],[],"[276, 278, 275, 270, 282, 267, 268, 368, 364, 376, 394, 344, 336, 341, 374, 366, 274, 345, 72, 71, 79, 15, 236, 79, 43, 81, 45, 46, 43, 305, 81, 303, 43, 45, 139, 36, 25, 82, 88, 240, 191, 240, 97, 207, 59, 240, 391, 404, 422, 397, 318, 293, 314]",3485,,-,Require a Majority Vote for the Election of Directors,2018
gov,New Senior Investment Group,[],[],"[365, 362, 366, 148, 234, 148, 148, 36, 77, 391, 290]",3486,,-,Require a Majority Vote for the Election of Directors,2018
gov,Newell Brands,"[364, 376, 362, 366, 274, 71, 79, 47, 47, 79, 45, 303, 45, 139, 36, 25, 82, 97, 207, 196, 391, 404, 422, 318, 314]",[],[],3487,,-,Provide Right to Act by Written Consent,2018
gov,Nextera Energy,"[279, 269, 284, 316, 331, 364, 376, 375, 372, 361, 366, 274, 84, 44, 72, 71, 79, 47, 47, 15, 79, 45, 46, 305, 38, 303, 45, 139, 36, 82, 191, 33, 97, 196, 160, 19, 391, 404, 17, 397, 314, 96]",[],[],3488,https://www.sec.gov/Archives/edgar/data/753308/000119312518109366/d531016ddef14a.htm,-,Provide Right to Act by Written Consent,2018
gov,Nisource,"[364, 376, 361, 362, 366, 274, 84, 85, 83, 72, 71, 79, 47, 47, 79, 45, 303, 45, 139, 36, 82, 33, 97, 391, 404, 314]",[],[],3489,,-,Provide Right to Act by Written Consent,2018
gov,Norfolk Southern,"[281, 402, 278, 275, 277, 269, 267, 284, 268, 340, 263, 331, 364, 377, 403, 376, 370, 366, 274, 345, 84, 72, 71, 79, 47, 47, 79, 45, 46, 303, 45, 139, 36, 82, 191, 97, 207, 196, 61, 30, 19, 391, 404, 397, 314, 96]",[],[241],3490,,-,Provide Right to Act by Written Consent,2018
gov,Pfizer,"[281, 277, 279, 269, 284, 283, 368, 226, 349, 340, 350, 263, 316, 331, 364, 377, 376, 372, 344, 361, 366, 274, 84, 72, 71, 80, 79, 47, 47, 80, 15, 150, 79, 45, 253, 46, 305, 38, 303, 45, 139, 36, 82, 74, 191, 97, 207, 196, 86, 58, 29, 391, 404, 17, 397, 314, 96]",[],[],3491,https://www.sec.gov/Archives/edgar/data/78003/000093041318000973/c90444_def14a.htm,-,Provide Right to Act by Written Consent,2018
gov,Pfizer,"[281, 277, 279, 269, 284, 283, 368, 226, 349, 340, 350, 263, 316, 331, 364, 377, 376, 372, 344, 361, 366, 274, 84, 72, 71, 80, 79, 47, 47, 80, 15, 150, 79, 45, 253, 46, 305, 38, 303, 45, 139, 36, 82, 74, 191, 97, 207, 196, 86, 58, 29, 391, 404, 17, 397, 314, 96]",[],[],3492,https://www.sec.gov/Archives/edgar/data/78003/000093041318000973/c90444_def14a.htm,25.6,Require Independent Board Chairman,2018
gov,PNM Resources,"[362, 366, 391]","[72, 50, 71, 49, 148, 148, 48, 148, 36, 77]",[],3493,,-,Require Independent Board Chairman,2018
gov,Power Corporation of Canada,"[364, 344, 192, 217, 140, 303, 157, 169, 207, 196]",[],[],3494,,-,SP 2: Advisory Vote to Ratify Named Executive Officers' Compensation,2018
gov,Prudential Financial,"[281, 402, 275, 277, 279, 269, 267, 284, 268, 368, 340, 263, 316, 331, 364, 377, 403, 376, 344, 366, 274, 84, 72, 245, 246, 71, 247, 79, 47, 47, 15, 79, 45, 253, 305, 303, 45, 139, 36, 82, 42, 191, 97, 207, 196, 86, 28, 19, 391, 404, 314, 96]",[],[233],3495,https://www.sec.gov/Archives/edgar/data/1137774/000119312518092128/d503706ddef14a.htm,39.76,Require Independent Board Chairman,2018
gov,Ryder System,"[391, 404]",[],"[368, 403, 362, 362, 366, 84, 85, 83, 72, 50, 71, 148, 150, 148, 48, 148, 36, 77, 61]",3496,,-,Eliminate Supermajority Vote Requirement,2018
gov,Salesforce.com,"[391, 404, 422, 397, 293, 314]",[],"[276, 270, 282, 283, 368, 364, 376, 394, 372, 344, 341, 366, 274, 345, 64, 84, 32, 72, 71, 79, 15, 79, 43, 45, 46, 43, 305, 303, 43, 45, 139, 36, 82, 191, 97, 207]",3497,,-,Eliminate Supermajority Vote Requirement,2018
gov,Samchully,"[158, 382]",[],[],3498,,-,Approve the Cancellation of Treasury Shares,2018
gov,Saputo,"[364, 217, 140, 303, 157, 196, 175]",[],[],3499,,-,7 SP 1: Advisory Vote to Ratify Named Executive Officers' Compensation,2018
gov,Sears Holdings,[391],[],"[148, 148, 148, 36, 77, 191]",3500,,-,Require Independent Board Chairman,2018
gov,Sequential Brands Group,[],[],"[362, 148, 148, 148, 36, 77, 391]",3501,,-,Adopt Simple Majority Vote,2018
